legacy_row,card_id,date,sport_family,sport_raw,match,competition,market_group,rank,option,line,stated_probability,status,binary_outcome,brier_component,exact_complement_selection,probability_bucket,bucket_mismatch,settlement_source,settlement_has_url,potential_post_event_input,eligible_for_v3_evaluation,exclusion_reason,audit_note
288,KBO-20260621-KIA-KT,2026-06-21,Baseball,KBO,KIA Tigers @ KT Wiz,KBO regular season,"Tigers +1.5, Wiz ML, total 10.5",2,KIA Tigers +1.5,KIA +1.5,0.56,W,1,0.19359999999999997,false,50-59,false,MyKBO final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text
289,KBO-20260621-KIA-KT,2026-06-21,Baseball,KBO,KIA Tigers @ KT Wiz,KBO regular season,"Tigers +1.5, Wiz ML, total 10.5",3,KT Wiz ML,KT ML,0.55,L,0,0.30250000000000005,false,50-59,false,MyKBO final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text
290,KBO-20260621-KIA-KT,2026-06-21,Baseball,KBO,KIA Tigers @ KT Wiz,KBO regular season,"Tigers +1.5, Wiz ML, total 10.5",4,Combined Total Under 10.5,Under 10.5,0.43,L,0,0.18489999999999998,true,40-49,false,MyKBO final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
291,CRIC-MLC-20260622-LAKR-SEA,2026-06-22,Cricket,Cricket/MLC,Los Angeles Knight Riders vs Seattle Orcas,Major League Cricket 2026,LAKR innings 203.5 and PP 63.5,1,LAKR first 6 overs Under 63.5,Under 63.5,0.55,W,1,0.20249999999999996,true,50-59,false,Seattle official match centre checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
292,CRIC-MLC-20260622-LAKR-SEA,2026-06-22,Cricket,Cricket/MLC,Los Angeles Knight Riders vs Seattle Orcas,Major League Cricket 2026,LAKR innings 203.5 and PP 63.5,2,LAKR 20 overs Under 203.5,Under 203.5,0.52,W,1,0.2304,true,50-59,false,Seattle official match centre checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
293,CRIC-MLC-20260622-LAKR-SEA,2026-06-22,Cricket,Cricket/MLC,Los Angeles Knight Riders vs Seattle Orcas,Major League Cricket 2026,LAKR innings 203.5 and PP 63.5,3,LAKR 20 overs Over 203.5,Over 203.5,0.48,L,0,0.2304,true,40-49,false,Seattle official match centre checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
294,CRIC-MLC-20260622-LAKR-SEA,2026-06-22,Cricket,Cricket/MLC,Los Angeles Knight Riders vs Seattle Orcas,Major League Cricket 2026,LAKR innings 203.5 and PP 63.5,4,LAKR first 6 overs Over 63.5,Over 63.5,0.45,L,0,0.2025,true,40-49,false,Seattle official match centre checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
295,WNBA-20260622-WAS-MIN,2026-06-22,Basketball,WNBA,Washington Mystics @ Minnesota Lynx,WNBA regular season,"Mystics +14.5, Lynx -14.5, total 169.5, 1H 82.5",1,Combined 1H Total Over 82.5,1H Over 82.5,0.59,L,0,0.34809999999999997,true,50-59,false,ESPN final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
296,WNBA-20260622-WAS-MIN,2026-06-22,Basketball,WNBA,Washington Mystics @ Minnesota Lynx,WNBA regular season,"Mystics +14.5, Lynx -14.5, total 169.5, 1H 82.5",2,Combined Total Over 169.5,Over 169.5,0.55,L,0,0.30250000000000005,true,50-59,false,ESPN final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
297,WNBA-20260622-WAS-MIN,2026-06-22,Basketball,WNBA,Washington Mystics @ Minnesota Lynx,WNBA regular season,"Mystics +14.5, Lynx -14.5, total 169.5, 1H 82.5",3,Lynx -14.5,Lynx -14.5,0.51,L,0,0.2601,true,50-59,false,ESPN final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
298,WNBA-20260622-WAS-MIN,2026-06-22,Basketball,WNBA,Washington Mystics @ Minnesota Lynx,WNBA regular season,"Mystics +14.5, Lynx -14.5, total 169.5, 1H 82.5",4,Mystics +14.5,Mystics +14.5,0.49,W,1,0.2601,true,40-49,false,ESPN final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
299,WNBA-20260622-WAS-MIN,2026-06-22,Basketball,WNBA,Washington Mystics @ Minnesota Lynx,WNBA regular season,"Mystics +14.5, Lynx -14.5, total 169.5, 1H 82.5",5,Combined Total Under 169.5,Under 169.5,0.45,W,1,0.30250000000000005,true,40-49,false,ESPN final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
300,WNBA-20260622-WAS-MIN,2026-06-22,Basketball,WNBA,Washington Mystics @ Minnesota Lynx,WNBA regular season,"Mystics +14.5, Lynx -14.5, total 169.5, 1H 82.5",6,Combined 1H Total Under 82.5,1H Under 82.5,0.41,W,1,0.3481000000000001,true,40-49,false,ESPN final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; potential_post_event_input_text; exact_complement_selection
301,MLB-20260622-NYM-PHI,2026-06-22,Baseball,MLB,New York Mets @ Philadelphia Phillies,MLB regular season,"Mets +1.5, Phillies ML, total 8.0",1,Phillies ML,Phillies ML,0.64,W,1,0.1296,false,60-69,false,MLB StatsAPI final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text
302,MLB-20260622-NYM-PHI,2026-06-22,Baseball,MLB,New York Mets @ Philadelphia Phillies,MLB regular season,"Mets +1.5, Phillies ML, total 8.0",2,Combined Total Over 8.0,Over 8.0,0.56,P,,,true,50-59,false,MLB StatsAPI final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
303,MLB-20260622-NYM-PHI,2026-06-22,Baseball,MLB,New York Mets @ Philadelphia Phillies,MLB regular season,"Mets +1.5, Phillies ML, total 8.0",3,Combined Total Under 8.0,Under 8.0,0.43,P,,,true,40-49,false,MLB StatsAPI final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text; exact_complement_selection
304,MLB-20260622-NYM-PHI,2026-06-22,Baseball,MLB,New York Mets @ Philadelphia Phillies,MLB regular season,"Mets +1.5, Phillies ML, total 8.0",4,Mets +1.5,Mets +1.5,0.41,L,0,0.16809999999999997,false,40-49,false,MLB StatsAPI final checked 2026-06-22,false,true,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,potential_post_event_input_text
305,BASK-ISR-20260623-GAL-NET,2026-06-23,Basketball,Basketball/Israel Winner League,Hapoel Galil Elyon vs Elitzur Netanya,Winner League Round 32,"Spread, full total, 1H total",1,Combined Total Under 173.5,Under 173.5,0.64,W,1,0.1296,false,60-69,false,Official Winner League game page checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
306,BASK-ISR-20260623-GAL-NET,2026-06-23,Basketball,Basketball/Israel Winner League,Hapoel Galil Elyon vs Elitzur Netanya,Winner League Round 32,"Spread, full total, 1H total",2,Hapoel Galil Elyon -4.5,-4.5,0.59,W,1,0.16810000000000003,false,50-59,false,Official Winner League game page checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
307,BASK-ISR-20260623-GAL-NET,2026-06-23,Basketball,Basketball/Israel Winner League,Hapoel Galil Elyon vs Elitzur Netanya,Winner League Round 32,"Spread, full total, 1H total",3,Combined 1st Half Total Under 87.5,Under 87.5,0.57,L,0,0.32489999999999997,true,50-59,false,Official Winner League game page checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; exact_complement_selection
308,BASK-ISR-20260623-GAL-NET,2026-06-23,Basketball,Basketball/Israel Winner League,Hapoel Galil Elyon vs Elitzur Netanya,Winner League Round 32,"Spread, full total, 1H total",4,Combined 1st Half Total Over 87.5,Over 87.5,0.43,W,1,0.3249000000000001,true,40-49,false,Official Winner League game page checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,rank_error; exact_complement_selection
309,SOC-WC2026-20260623-ARG-AUT,2026-06-23,Soccer,Soccer/FIFA World Cup,Argentina vs Austria,FIFA World Cup Group J,1H goal 0.5 and full total 2.5,1,Combined 1H Goals Over 0.5,1H Over 0.5,0.64,W,1,0.1296,true,60-69,false,ESPN final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
310,SOC-WC2026-20260623-ARG-AUT,2026-06-23,Soccer,Soccer/FIFA World Cup,Argentina vs Austria,FIFA World Cup Group J,1H goal 0.5 and full total 2.5,2,Combined Total Goals Under 2.5,Under 2.5,0.54,W,1,0.21159999999999995,true,50-59,false,ESPN final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
311,SOC-WC2026-20260623-ARG-AUT,2026-06-23,Soccer,Soccer/FIFA World Cup,Argentina vs Austria,FIFA World Cup Group J,1H goal 0.5 and full total 2.5,3,Combined Total Goals Over 2.5,Over 2.5,0.46,L,0,0.2116,true,40-49,false,ESPN final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
312,SOC-WC2026-20260623-ARG-AUT,2026-06-23,Soccer,Soccer/FIFA World Cup,Argentina vs Austria,FIFA World Cup Group J,1H goal 0.5 and full total 2.5,4,Combined 1H Goals Under 0.5,1H Under 0.5,0.36,L,0,0.1296,true,30-39,false,ESPN final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
313,MLB-20260623-BOS-COL,2026-06-23,Baseball,MLB,Boston Red Sox @ Colorado Rockies,MLB regular season,"Rockies +1.5, Red Sox ML, total 11.5",1,Colorado Rockies +1.5,Rockies +1.5,0.62,W,1,0.1444,false,60-69,false,MLB Stats API final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
314,MLB-20260623-BOS-COL,2026-06-23,Baseball,MLB,Boston Red Sox @ Colorado Rockies,MLB regular season,"Rockies +1.5, Red Sox ML, total 11.5",2,Boston Red Sox ML,Red Sox ML,0.56,L,0,0.31360000000000005,false,50-59,false,MLB Stats API final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error
315,MLB-20260623-BOS-COL,2026-06-23,Baseball,MLB,Boston Red Sox @ Colorado Rockies,MLB regular season,"Rockies +1.5, Red Sox ML, total 11.5",3,Combined Total Under 11.5,Under 11.5,0.53,W,1,0.22089999999999999,true,50-59,false,MLB Stats API final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
316,MLB-20260623-BOS-COL,2026-06-23,Baseball,MLB,Boston Red Sox @ Colorado Rockies,MLB regular season,"Rockies +1.5, Red Sox ML, total 11.5",4,Combined Total Over 11.5,Over 11.5,0.47,L,0,0.22089999999999999,true,40-49,false,MLB Stats API final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
317,WNBA-20260623-DAL-SEA,2026-06-23,Basketball,WNBA,Dallas Wings @ Seattle Storm,WNBA regular season,"Q1 41.5, 1H 83.5, full 170.5",1,Combined Total Under 170.5,Under 170.5,0.62,L,0,0.3844,true,60-69,false,ESPN exact-event final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
318,WNBA-20260623-DAL-SEA,2026-06-23,Basketball,WNBA,Dallas Wings @ Seattle Storm,WNBA regular season,"Q1 41.5, 1H 83.5, full 170.5",2,Combined 1st Half Total Under 83.5,Under 83.5,0.57,W,1,0.18490000000000004,true,50-59,false,ESPN exact-event final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
319,WNBA-20260623-DAL-SEA,2026-06-23,Basketball,WNBA,Dallas Wings @ Seattle Storm,WNBA regular season,"Q1 41.5, 1H 83.5, full 170.5",3,Combined 1st Quarter Total Under 41.5,Under 41.5,0.55,L,0,0.30250000000000005,true,50-59,false,ESPN exact-event final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; exact_complement_selection
320,WNBA-20260623-DAL-SEA,2026-06-23,Basketball,WNBA,Dallas Wings @ Seattle Storm,WNBA regular season,"Q1 41.5, 1H 83.5, full 170.5",4,Combined 1st Quarter Total Over 41.5,Over 41.5,0.45,W,1,0.30250000000000005,true,40-49,false,ESPN exact-event final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,rank_error; exact_complement_selection
321,WNBA-20260623-DAL-SEA,2026-06-23,Basketball,WNBA,Dallas Wings @ Seattle Storm,WNBA regular season,"Q1 41.5, 1H 83.5, full 170.5",5,Combined 1st Half Total Over 83.5,Over 83.5,0.43,L,0,0.18489999999999998,true,40-49,false,ESPN exact-event final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
322,WNBA-20260623-DAL-SEA,2026-06-23,Basketball,WNBA,Dallas Wings @ Seattle Storm,WNBA regular season,"Q1 41.5, 1H 83.5, full 170.5",6,Combined Total Over 170.5,Over 170.5,0.38,W,1,0.3844,true,30-39,false,ESPN exact-event final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,rank_error; exact_complement_selection
323,CRIC-WT20-20260623-NZW-SCO,2026-06-23,Cricket,Cricket/WT20I,New Zealand Women vs Scotland Women,ICC Women's T20 World Cup Group B,Scotland innings 136.5 and PP 42.5,1,Scotland 20 overs Over 136.5,Over 136.5,0.62,L,0,0.3844,true,60-69,false,ESPNcricinfo/ABC final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
324,CRIC-WT20-20260623-NZW-SCO,2026-06-23,Cricket,Cricket/WT20I,New Zealand Women vs Scotland Women,ICC Women's T20 World Cup Group B,Scotland innings 136.5 and PP 42.5,2,Scotland first 6 overs Under 42.5,Under 42.5,0.56,L,0,0.31360000000000005,true,50-59,false,ESPNcricinfo/ABC final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
325,CRIC-WT20-20260623-NZW-SCO,2026-06-23,Cricket,Cricket/WT20I,New Zealand Women vs Scotland Women,ICC Women's T20 World Cup Group B,Scotland innings 136.5 and PP 42.5,3,Scotland first 6 overs Over 42.5,Over 42.5,0.44,W,1,0.31360000000000005,true,40-49,false,ESPNcricinfo/ABC final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
326,CRIC-WT20-20260623-NZW-SCO,2026-06-23,Cricket,Cricket/WT20I,New Zealand Women vs Scotland Women,ICC Women's T20 World Cup Group B,Scotland innings 136.5 and PP 42.5,4,Scotland 20 overs Under 136.5,Under 136.5,0.38,W,1,0.3844,true,30-39,false,ESPNcricinfo/ABC final checked 2026-06-23,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
327,BASK-NZNBL-20260624-WHA-SOU,2026-06-24,Basketball,Basketball/NZNBL,Tauranga Whai vs Southland Sharks,NZNBL regular season,"Q1, 1H and full total",1,Combined Total Under 180.5,Combined Total Under 180.5,0.56,L,0,0.31360000000000005,true,50-59,false,Official NZNBL recap; 365Scores phase table,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
328,BASK-NZNBL-20260624-WHA-SOU,2026-06-24,Basketball,Basketball/NZNBL,Tauranga Whai vs Southland Sharks,NZNBL regular season,"Q1, 1H and full total",2,Combined 1st Quarter Over 44.5,Combined 1st Quarter Over 44.5,0.55,W,1,0.20249999999999996,true,50-59,false,Official NZNBL recap; 365Scores phase table,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
329,BASK-NZNBL-20260624-WHA-SOU,2026-06-24,Basketball,Basketball/NZNBL,Tauranga Whai vs Southland Sharks,NZNBL regular season,"Q1, 1H and full total",3,Combined 1st Half Over 89.5,Combined 1st Half Over 89.5,0.53,L,0,0.28090000000000004,true,50-59,false,Official NZNBL recap; 365Scores phase table,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; exact_complement_selection
330,BASK-NZNBL-20260624-WHA-SOU,2026-06-24,Basketball,Basketball/NZNBL,Tauranga Whai vs Southland Sharks,NZNBL regular season,"Q1, 1H and full total",4,Combined 1st Half Under 89.5,Combined 1st Half Under 89.5,0.47,W,1,0.28090000000000004,true,40-49,false,Official NZNBL recap; 365Scores phase table,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
331,BASK-NZNBL-20260624-WHA-SOU,2026-06-24,Basketball,Basketball/NZNBL,Tauranga Whai vs Southland Sharks,NZNBL regular season,"Q1, 1H and full total",5,Combined 1st Quarter Under 44.5,Combined 1st Quarter Under 44.5,0.45,L,0,0.2025,true,40-49,false,Official NZNBL recap; 365Scores phase table,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
332,BASK-NZNBL-20260624-WHA-SOU,2026-06-24,Basketball,Basketball/NZNBL,Tauranga Whai vs Southland Sharks,NZNBL regular season,"Q1, 1H and full total",6,Combined Total Over 180.5,Combined Total Over 180.5,0.44,W,1,0.31360000000000005,true,40-49,false,Official NZNBL recap; 365Scores phase table,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,projection_error; rank_error; exact_complement_selection
333,MLB-20260625-TEX-MIA,2026-06-25,Baseball,MLB,Texas Rangers @ Miami Marlins,MLB regular season,"Marlins +1.5, Rangers win, total 7.5",1,Marlins +1.5,Marlins +1.5,0.62,W,1,0.1444,false,60-69,false,MLB Stats API/ESPN/AP final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,legacy schema only
334,MLB-20260625-TEX-MIA,2026-06-25,Baseball,MLB,Texas Rangers @ Miami Marlins,MLB regular season,"Marlins +1.5, Rangers win, total 7.5",2,Combined Total Under 7.5,Combined Total Under 7.5,0.55,W,1,0.20249999999999996,true,50-59,false,MLB Stats API/ESPN/AP final,false,false,false,LEGACY_UNVERIFIED_SNAPSHOT: no immutable cutoff/model/source packet,exact_complement_selection
